order_id,cust_id,order_date,quantity,sale_price,status,tenure_months,monthly_charges,contract_type,payment_method,internal_record_number,raw_import_timestamp,churn
5043,41,2024-02-01,5,359.99,shipped,47.0,87.79,One year,Bank,900041.0,2024-01-01,False
5044,97,2024-02-03,5,667.99,PENDING,19.0,101.13,One year,Card,900097.0,2024-01-01,False
5045,15,2024-02-01,3,344.99,PENDING,22.0,94.84,Month-to-month,Cash,900015.0,2024-01-01,False
5046,208,2024-05-19,3,188.99,PENDING,40.0,100.44,Month-to-month,Bank,900208.0,2024-01-01,False
5047,408,2024-02-01,1,1234.5,PENDING,,,,,,,
5048,307,2024-02-03,3,1234.5,shipped,25.0,63.97,Two year,Bank,900307.0,2024-01-01,False
5049,14,2024-02-03,5,1234.5,shipped,12.0,97.38,One year,Cash,900014.0,2024-01-01,False
5050,213,2024-05-19,3,170.99,shipped,37.0,62.12,One year,Card,900213.0,2024-01-01,False
5051,80,2024-02-01,2,552.99,PENDING,35.0,119.35,Month-to-month,Cash,900080.0,2024-01-01,True
5052,417,2024-02-03,1,362.99,PENDING,,,,,,,
5053,118,2024-05-19,5,1234.5,shipped,21.0,54.28,Month-to-month,Bank,900118.0,2024-01-01,False
5054,398,2024-05-19,3,1234.5,PENDING,60.0,21.26,Two year,Bank,900398.0,2024-01-01,False
5055,186,2024-05-19,5,1234.5,shipped,34.0,91.68,Month-to-month,Bank,900186.0,2024-01-01,True
5056,130,2024-02-01,5,497.99,PENDING,16.0,95.32,Month-to-month,Cash,900130.0,2024-01-01,False
5057,78,2024-05-19,2,420.99,shipped,53.0,53.38,One year,Cash,900078.0,2024-01-01,True
5058,320,2024-02-01,1,71.99,shipped,15.0,52.93,Month-to-month,Bank,900320.0,2024-01-01,False
5059,133,2024-05-19,3,765.99,shipped,36.0,51.3,Two year,Cash,900133.0,2024-01-01,False
5060,378,2024-02-01,5,1234.5,shipped,47.0,45.91,Two year,Card,900378.0,2024-01-01,False
5061,227,2024-02-03,2,1234.5,PENDING,67.0,84.44,Two year,Card,900227.0,2024-01-01,False
5062,236,2024-02-01,3,818.99,shipped,49.0,66.19,Two year,Cash,900236.0,2024-01-01,False
5063,338,2024-05-19,1,1234.5,PENDING,11.0,48.69,One year,Bank,900338.0,2024-01-01,False
5064,31,2024-02-01,5,1234.5,PENDING,26.0,67.18,Two year,Card,900031.0,2024-01-01,False
5065,337,2024-05-19,2,1234.5,shipped,30.0,53.67,Month-to-month,Card,900337.0,2024-01-01,False
5066,135,2024-05-19,1,257.99,PENDING,69.0,102.43,Month-to-month,Cash,900135.0,2024-01-01,False
5067,105,2024-02-03,1,1234.5,PENDING,24.0,103.83,One year,Bank,900105.0,2024-01-01,False
5068,256,2024-02-01,5,819.99,PENDING,8.0,22.88,Month-to-month,Bank,900256.0,2024-01-01,True
5069,394,2024-02-03,2,1234.5,PENDING,68.0,35.48,Two year,Cash,900394.0,2024-01-01,False
5070,46,2024-02-03,1,507.99,shipped,36.0,56.34,Month-to-month,Bank,900046.0,2024-01-01,False
5071,164,2024-05-19,5,1234.5,shipped,67.0,94.25,Two year,Card,900164.0,2024-01-01,False
5072,297,2024-02-01,2,1234.5,shipped,28.0,51.57,Month-to-month,Bank,900297.0,2024-01-01,False
5073,400,2024-02-03,2,455.99,PENDING,33.0,44.05,Two year,Card,900400.0,2024-01-01,False
5074,351,2024-02-01,1,165.99,shipped,47.0,35.26,Two year,Card,900351.0,2024-01-01,False
5075,155,2024-02-01,5,1234.5,shipped,5.0,80.4,Month-to-month,Card,900155.0,2024-01-01,True
5076,385,2024-02-01,1,1234.5,shipped,52.0,85.84,One year,Cash,900385.0,2024-01-01,False
5077,213,2024-02-03,1,1234.5,shipped,37.0,62.12,One year,Card,900213.0,2024-01-01,False
5078,300,2024-02-01,2,821.99,shipped,22.0,49.21,Month-to-month,Cash,900300.0,2024-01-01,False
5079,70,2024-05-19,5,1234.5,shipped,5.0,98.32,Two year,Cash,900070.0,2024-01-01,False
5080,373,2024-02-01,1,1234.5,shipped,36.0,79.51,Two year,Card,900373.0,2024-01-01,False
5081,57,2024-02-01,1,1234.5,shipped,12.0,97.29,Month-to-month,Bank,900057.0,2024-01-01,False
5082,92,2024-02-01,5,161.99,PENDING,28.0,26.5,One year,Bank,900092.0,2024-01-01,False
5083,430,2024-02-03,1,367.99,shipped,,,,,,,
5084,375,2024-02-01,3,730.99,shipped,27.0,33.49,Two year,Cash,900375.0,2024-01-01,False
5085,136,2024-02-03,1,999.99,shipped,26.0,118.82,Month-to-month,Card,900136.0,2024-01-01,False
5086,261,2024-02-01,1,1234.5,PENDING,22.0,85.87,One year,Bank,900261.0,2024-01-01,False
5087,6,2024-02-03,1,1234.5,PENDING,22.0,38.33,Two year,Cash,900006.0,2024-01-01,False
5088,281,2024-02-03,1,1234.5,PENDING,37.0,42.77,Month-to-month,Cash,900281.0,2024-01-01,False
5089,217,2024-02-03,5,1234.5,shipped,55.0,39.23,One year,Cash,900217.0,2024-01-01,False
5090,199,2024-02-03,1,833.99,shipped,66.0,74.25,Two year,Bank,900199.0,2024-01-01,False
5091,123,2024-05-19,5,1234.5,PENDING,48.0,76.3,Two year,Cash,900123.0,2024-01-01,False
5092,124,2024-02-01,1,98.99,shipped,47.0,68.07,Two year,Card,900124.0,2024-01-01,False
5093,208,2024-05-19,5,1234.5,PENDING,40.0,100.44,Month-to-month,Bank,900208.0,2024-01-01,False
5094,234,2024-05-19,1,1234.5,PENDING,35.0,66.94,Two year,Bank,900234.0,2024-01-01,False
5095,304,2024-05-19,1,1234.5,PENDING,29.0,84.44,One year,Bank,900304.0,2024-01-01,False
5096,365,2024-02-01,1,1234.5,PENDING,55.0,26.4,Two year,Card,900365.0,2024-01-01,False
5097,37,2024-05-19,5,690.99,PENDING,46.0,70.89,Two year,Cash,900037.0,2024-01-01,False
5098,135,2024-02-03,3,1234.5,shipped,69.0,102.43,Month-to-month,Cash,900135.0,2024-01-01,False
5099,73,2024-02-01,5,382.99,shipped,7.0,111.48,Two year,Cash,900073.0,2024-01-01,True
5100,417,2024-02-03,2,699.99,shipped,,,,,,,
5101,421,2024-05-19,1,191.99,PENDING,,,,,,,
5102,196,2024-02-03,1,1234.5,shipped,24.0,24.36,One year,Bank,900196.0,2024-01-01,False
5103,360,2024-02-03,1,1234.5,PENDING,71.0,39.45,Two year,Card,900360.0,2024-01-01,False
5104,340,2024-05-19,5,1234.5,shipped,12.0,93.11,Month-to-month,Bank,900340.0,2024-01-01,False
5105,141,2024-02-03,3,466.99,PENDING,66.0,34.79,One year,Cash,900141.0,2024-01-01,True
5106,325,2024-02-03,2,787.99,shipped,57.0,87.68,Two year,Cash,900325.0,2024-01-01,False
5107,349,2024-02-01,3,510.99,PENDING,34.0,107.39,Month-to-month,Card,900349.0,2024-01-01,False
5108,268,2024-02-03,1,268.99,shipped,14.0,28.08,Two year,Card,900268.0,2024-01-01,False
5109,1,2024-05-19,3,69.99,PENDING,56.0,35.77,Two year,Cash,900001.0,2024-01-01,False
5110,368,2024-05-19,3,1234.5,PENDING,42.0,49.91,One year,Cash,900368.0,2024-01-01,False
5111,124,2024-02-03,1,1234.5,shipped,47.0,68.07,Two year,Card,900124.0,2024-01-01,False
5112,104,2024-02-01,1,1234.5,PENDING,18.0,84.52,Month-to-month,Cash,900104.0,2024-01-01,False
5113,23,2024-05-19,1,1234.5,shipped,28.0,119.76,One year,Bank,900023.0,2024-01-01,False
5114,365,2024-02-03,1,1234.5,PENDING,55.0,26.4,Two year,Card,900365.0,2024-01-01,False
5115,123,2024-02-03,5,142.99,PENDING,48.0,76.3,Two year,Cash,900123.0,2024-01-01,False
5116,33,2024-05-19,2,347.99,shipped,50.0,116.7,One year,Card,900033.0,2024-01-01,False
5117,388,2024-02-03,1,1234.5,PENDING,11.0,44.07,Two year,Card,900388.0,2024-01-01,False
5118,330,2024-02-01,1,1234.5,PENDING,48.0,109.92,One year,Card,900330.0,2024-01-01,False
5119,359,2024-02-03,1,494.99,shipped,65.0,42.25,Month-to-month,Card,900359.0,2024-01-01,False
5120,226,2024-02-03,1,148.99,shipped,42.0,32.13,Two year,Bank,900226.0,2024-01-01,False
5121,380,2024-02-01,1,564.99,PENDING,13.0,50.04,Month-to-month,Card,900380.0,2024-01-01,False
5122,284,2024-02-03,1,1234.5,shipped,59.0,102.95,Month-to-month,Bank,900284.0,2024-01-01,False
5123,47,2024-02-01,1,594.99,shipped,71.0,73.2,One year,Cash,900047.0,2024-01-01,False
5124,255,2024-02-01,2,1234.5,shipped,59.0,36.46,One year,Cash,900255.0,2024-01-01,False
5125,422,2024-05-19,2,1234.5,PENDING,,,,,,,
5126,29,2024-05-19,1,873.99,PENDING,62.0,103.99,Two year,Bank,900029.0,2024-01-01,False
5127,419,2024-02-01,2,1234.5,shipped,,,,,,,
5128,266,2024-02-01,2,1234.5,PENDING,17.0,95.31,One year,Bank,900266.0,2024-01-01,False
5129,45,2024-02-03,1,1234.5,PENDING,42.0,100.66,One year,Bank,900045.0,2024-01-01,False
5130,262,2024-02-03,1,1234.5,shipped,71.0,73.42,Two year,Bank,900262.0,2024-01-01,False
5131,195,2024-02-03,5,1234.5,shipped,3.0,61.88,Two year,Cash,900195.0,2024-01-01,False
5132,68,2024-02-01,2,1234.5,PENDING,23.0,36.56,Month-to-month,Bank,900068.0,2024-01-01,False
5133,337,2024-02-03,5,1234.5,PENDING,30.0,53.67,Month-to-month,Card,900337.0,2024-01-01,False
5134,103,2024-02-03,5,689.99,PENDING,38.0,54.32,Two year,Card,900103.0,2024-01-01,False
5135,5,2024-05-19,1,1234.5,shipped,19.0,80.49,One year,Cash,900005.0,2024-01-01,False
5136,141,2024-02-01,1,308.99,shipped,66.0,34.79,One year,Cash,900141.0,2024-01-01,True
5137,411,2024-05-19,5,1234.5,PENDING,,,,,,,
5138,105,2024-02-01,1,1234.5,shipped,24.0,103.83,One year,Bank,900105.0,2024-01-01,False
5139,26,2024-02-01,1,1234.5,shipped,40.0,36.19,Month-to-month,Bank,900026.0,2024-01-01,False
5140,8,2024-05-19,5,764.99,PENDING,8.0,40.74,Month-to-month,Cash,900008.0,2024-01-01,True
5141,114,2024-05-19,3,831.99,shipped,16.0,75.41,One year,Card,900114.0,2024-01-01,False
5142,75,2024-05-19,2,538.99,PENDING,21.0,89.07,Month-to-month,Cash,900075.0,2024-01-01,False
5143,49,2024-02-01,1,983.99,PENDING,34.0,21.68,One year,Card,900049.0,2024-01-01,False
5144,115,2024-05-19,3,1234.5,PENDING,18.0,109.89,One year,Bank,900115.0,2024-01-01,False
5145,80,2024-02-01,2,52.99,PENDING,35.0,119.35,Month-to-month,Cash,900080.0,2024-01-01,True
5146,151,2024-02-01,5,1234.5,shipped,31.0,109.54,One year,Card,900151.0,2024-01-01,False
5147,159,2024-02-03,3,571.99,shipped,20.0,37.21,One year,Bank,900159.0,2024-01-01,False
5148,410,2024-05-19,2,410.99,PENDING,,,,,,,
5149,195,2024-02-01,3,238.99,shipped,3.0,61.88,Two year,Cash,900195.0,2024-01-01,False
5150,238,2024-02-01,2,1234.5,PENDING,50.0,35.98,Month-to-month,Bank,900238.0,2024-01-01,True
5151,59,2024-02-01,3,135.99,shipped,50.0,62.22,Two year,Cash,900059.0,2024-01-01,False
5152,149,2024-02-03,3,1234.5,shipped,70.0,95.0,Two year,Card,900149.0,2024-01-01,False
5153,103,2024-02-03,3,1234.5,shipped,38.0,54.32,Two year,Card,900103.0,2024-01-01,False
5154,104,2024-02-01,1,287.99,PENDING,18.0,84.52,Month-to-month,Cash,900104.0,2024-01-01,False
5155,17,2024-05-19,5,113.99,PENDING,23.0,110.41,Month-to-month,Cash,900017.0,2024-01-01,False
5156,100,2024-02-01,3,61.99,PENDING,5.0,64.48,Month-to-month,Card,900100.0,2024-01-01,True
5157,180,2024-02-03,1,1234.5,PENDING,10.0,31.29,One year,Card,900180.0,2024-01-01,False
5158,92,2024-02-01,3,838.99,PENDING,28.0,26.5,One year,Bank,900092.0,2024-01-01,False
5159,49,2024-05-19,5,125.99,PENDING,34.0,21.68,One year,Card,900049.0,2024-01-01,False
5160,237,2024-02-01,1,50.99,PENDING,23.0,97.79,One year,Cash,900237.0,2024-01-01,False
5161,332,2024-05-19,2,1234.5,shipped,21.0,104.31,One year,Card,900332.0,2024-01-01,False
5162,192,2024-05-19,2,378.99,shipped,62.0,92.74,Month-to-month,Bank,900192.0,2024-01-01,False
5163,170,2024-02-01,1,320.99,PENDING,47.0,53.5,One year,Cash,900170.0,2024-01-01,False
5164,49,2024-02-01,2,129.99,PENDING,34.0,21.68,One year,Card,900049.0,2024-01-01,False
5165,139,2024-05-19,5,1234.5,PENDING,52.0,119.27,Month-to-month,Card,900139.0,2024-01-01,False
5166,126,2024-02-01,5,558.99,PENDING,23.0,56.03,Two year,Card,900126.0,2024-01-01,False
5167,188,2024-02-01,3,423.99,shipped,6.0,107.41,Month-to-month,Bank,900188.0,2024-01-01,False
5168,123,2024-05-19,5,523.99,shipped,48.0,76.3,Two year,Cash,900123.0,2024-01-01,False
5169,8,2024-02-01,1,510.99,shipped,8.0,40.74,Month-to-month,Cash,900008.0,2024-01-01,True
5170,45,2024-02-01,2,1234.5,shipped,42.0,100.66,One year,Bank,900045.0,2024-01-01,False
5171,218,2024-02-03,5,540.99,PENDING,16.0,31.14,One year,Bank,900218.0,2024-01-01,False
5172,292,2024-02-01,1,689.99,shipped,21.0,72.46,Month-to-month,Bank,900292.0,2024-01-01,False
5173,125,2024-05-19,5,737.99,shipped,70.0,115.81,Two year,Cash,900125.0,2024-01-01,True
5174,38,2024-05-19,3,110.99,shipped,52.0,115.21,Two year,Bank,900038.0,2024-01-01,False
5175,317,2024-05-19,2,1234.5,PENDING,63.0,38.24,Month-to-month,Bank,900317.0,2024-01-01,False
5176,44,2024-02-03,5,952.99,shipped,15.0,33.6,Month-to-month,Cash,900044.0,2024-01-01,False
5177,163,2024-02-03,1,43.99,shipped,65.0,23.96,Month-to-month,Card,900163.0,2024-01-01,False
5178,76,2024-05-19,5,705.99,shipped,66.0,113.87,One year,Bank,900076.0,2024-01-01,False
5179,409,2024-02-03,2,218.99,shipped,,,,,,,
5180,352,2024-02-03,1,1234.5,shipped,55.0,34.87,One year,Card,900352.0,2024-01-01,True
5181,255,2024-05-19,3,939.99,shipped,59.0,36.46,One year,Cash,900255.0,2024-01-01,False
5182,102,2024-05-19,1,1234.5,PENDING,60.0,80.07,Two year,Card,900102.0,2024-01-01,False
5183,48,2024-05-19,3,606.99,PENDING,62.0,31.63,One year,Bank,900048.0,2024-01-01,False
5184,345,2024-05-19,1,1234.5,PENDING,14.0,63.53,Month-to-month,Bank,900345.0,2024-01-01,True
5185,28,2024-05-19,1,862.99,PENDING,16.0,70.46,Month-to-month,Bank,900028.0,2024-01-01,False
5186,198,2024-05-19,5,316.99,shipped,48.0,71.74,Month-to-month,Cash,900198.0,2024-01-01,False
5187,401,2024-02-03,2,255.99,PENDING,,,,,,,
5188,288,2024-02-01,1,598.99,PENDING,60.0,70.98,Two year,Bank,900288.0,2024-01-01,False
5189,340,2024-02-03,3,1234.5,PENDING,12.0,93.11,Month-to-month,Bank,900340.0,2024-01-01,False
5190,45,2024-02-01,3,1234.5,PENDING,42.0,100.66,One year,Bank,900045.0,2024-01-01,False
5191,3,2024-02-03,1,628.99,shipped,39.0,119.16,Two year,Cash,900003.0,2024-01-01,False
5192,416,2024-02-03,1,1234.5,PENDING,,,,,,,
5193,75,2024-02-03,5,228.99,PENDING,21.0,89.07,Month-to-month,Cash,900075.0,2024-01-01,False
5194,202,2024-02-03,5,1234.5,PENDING,28.0,92.93,One year,Cash,900202.0,2024-01-01,False
5195,46,2024-02-03,2,1234.5,PENDING,36.0,56.34,Month-to-month,Bank,900046.0,2024-01-01,False
5196,339,2024-05-19,2,133.99,shipped,70.0,88.84,Month-to-month,Card,900339.0,2024-01-01,False
5197,193,2024-02-01,1,1234.5,shipped,46.0,71.05,Two year,Card,900193.0,2024-01-01,False
5198,186,2024-02-01,2,1234.5,PENDING,34.0,91.68,Month-to-month,Bank,900186.0,2024-01-01,True
5199,256,2024-02-03,5,819.99,shipped,8.0,22.88,Month-to-month,Bank,900256.0,2024-01-01,True
5200,201,2024-05-19,1,10.99,shipped,33.0,68.26,Two year,Cash,900201.0,2024-01-01,False
5201,126,2024-02-03,5,1234.5,PENDING,23.0,56.03,Two year,Card,900126.0,2024-01-01,False
5202,347,2024-02-01,5,1234.5,shipped,49.0,59.32,Two year,Bank,900347.0,2024-01-01,False
5203,386,2024-02-03,1,1234.5,PENDING,51.0,38.79,Month-to-month,Cash,900386.0,2024-01-01,False
5204,137,2024-02-03,3,1234.5,shipped,27.0,113.21,One year,Cash,900137.0,2024-01-01,False
5205,336,2024-02-03,1,382.99,shipped,57.0,92.02,Two year,Cash,900336.0,2024-01-01,False
5206,428,2024-05-19,1,1234.5,PENDING,,,,,,,
5207,160,2024-05-19,2,1234.5,shipped,14.0,90.62,One year,Card,900160.0,2024-01-01,False
5208,167,2024-02-03,2,1234.5,shipped,12.0,44.02,One year,Card,900167.0,2024-01-01,False
5209,97,2024-05-19,5,530.99,PENDING,19.0,101.13,One year,Card,900097.0,2024-01-01,False
5210,89,2024-05-19,5,1234.5,shipped,56.0,64.18,Two year,Bank,900089.0,2024-01-01,False
5211,150,2024-05-19,1,1234.5,shipped,31.0,62.27,Month-to-month,Card,900150.0,2024-01-01,False
5212,413,2024-05-19,1,1234.5,PENDING,,,,,,,
5213,166,2024-02-01,5,517.99,PENDING,27.0,63.33,Two year,Bank,900166.0,2024-01-01,False
5214,72,2024-02-01,5,836.99,shipped,44.0,86.02,Two year,Card,900072.0,2024-01-01,False
5215,158,2024-05-19,5,1234.5,shipped,10.0,71.22,One year,Card,900158.0,2024-01-01,False
5216,301,2024-02-03,1,1234.5,shipped,56.0,101.52,One year,Cash,900301.0,2024-01-01,False
5217,140,2024-02-03,1,1234.5,PENDING,55.0,31.05,Two year,Bank,900140.0,2024-01-01,False
5218,207,2024-02-01,3,1234.5,PENDING,53.0,23.24,Two year,Cash,900207.0,2024-01-01,False
5219,198,2024-02-03,3,125.99,PENDING,48.0,71.74,Month-to-month,Cash,900198.0,2024-01-01,False
5220,257,2024-02-03,2,1234.5,shipped,52.0,87.57,One year,Cash,900257.0,2024-01-01,False
5221,78,2024-02-03,5,1234.5,shipped,53.0,53.38,One year,Cash,900078.0,2024-01-01,True
5222,141,2024-02-03,3,1234.5,PENDING,66.0,34.79,One year,Cash,900141.0,2024-01-01,True
5223,323,2024-02-01,3,470.99,shipped,69.0,59.25,One year,Bank,900323.0,2024-01-01,False
5224,273,2024-05-19,5,1234.5,PENDING,69.0,43.87,Month-to-month,Card,900273.0,2024-01-01,False
5225,136,2024-02-01,1,906.99,PENDING,26.0,118.82,Month-to-month,Card,900136.0,2024-01-01,False
5226,428,2024-05-19,1,1234.5,shipped,,,,,,,
5227,331,2024-02-01,1,1234.5,PENDING,2.0,45.89,One year,Cash,900331.0,2024-01-01,False
5228,405,2024-05-19,3,1234.5,PENDING,,,,,,,
5229,413,2024-02-03,3,895.99,shipped,,,,,,,
5230,273,2024-05-19,5,1234.5,shipped,69.0,43.87,Month-to-month,Card,900273.0,2024-01-01,False
5231,110,2024-02-03,1,1234.5,shipped,57.0,41.22,One year,Bank,900110.0,2024-01-01,False
5232,258,2024-02-01,5,693.99,PENDING,61.0,100.09,Two year,Card,900258.0,2024-01-01,False
5233,207,2024-02-01,5,1234.5,shipped,53.0,23.24,Two year,Cash,900207.0,2024-01-01,False
5234,78,2024-02-01,2,522.99,PENDING,53.0,53.38,One year,Cash,900078.0,2024-01-01,True
5235,18,2024-05-19,1,1234.5,shipped,15.0,94.92,Two year,Cash,900018.0,2024-01-01,False
5236,332,2024-05-19,1,1234.5,shipped,21.0,104.31,One year,Card,900332.0,2024-01-01,False
5237,396,2024-05-19,5,1234.5,shipped,39.0,28.21,Month-to-month,Bank,900396.0,2024-01-01,False
5238,115,2024-02-03,1,378.99,PENDING,18.0,109.89,One year,Bank,900115.0,2024-01-01,False
5239,12,2024-05-19,5,83.99,PENDING,34.0,80.42,Month-to-month,Bank,900012.0,2024-01-01,False
5240,112,2024-02-01,1,654.99,PENDING,30.0,85.26,One year,Cash,900112.0,2024-01-01,False
5241,141,2024-05-19,1,466.99,shipped,66.0,34.79,One year,Cash,900141.0,2024-01-01,True
5242,276,2024-02-03,1,505.99,PENDING,10.0,22.25,Two year,Card,900276.0,2024-01-01,False
5243,323,2024-02-03,3,553.99,shipped,69.0,59.25,One year,Bank,900323.0,2024-01-01,False
5244,285,2024-02-01,3,869.99,shipped,35.0,94.49,Two year,Card,900285.0,2024-01-01,False
5245,399,2024-02-01,1,1234.5,PENDING,1.0,29.39,Month-to-month,Bank,900399.0,2024-01-01,True
5246,192,2024-02-01,3,751.99,shipped,62.0,92.74,Month-to-month,Bank,900192.0,2024-01-01,False
5247,205,2024-02-03,5,1234.5,shipped,33.0,83.52,Two year,Card,900205.0,2024-01-01,False
5248,342,2024-02-01,3,1234.5,PENDING,23.0,81.62,Two year,Cash,900342.0,2024-01-01,False
5249,37,2024-05-19,1,599.99,PENDING,46.0,70.89,Two year,Cash,900037.0,2024-01-01,False
5250,233,2024-05-19,5,475.99,PENDING,5.0,71.97,Two year,Bank,900233.0,2024-01-01,False
5251,316,2024-02-01,1,422.99,PENDING,33.0,45.27,Month-to-month,Bank,900316.0,2024-01-01,False
5252,389,2024-02-01,1,763.99,PENDING,72.0,113.86,One year,Bank,900389.0,2024-01-01,True
5253,399,2024-02-01,2,1234.5,shipped,1.0,29.39,Month-to-month,Bank,900399.0,2024-01-01,True
5254,287,2024-05-19,3,775.99,shipped,29.0,29.5,One year,Bank,900287.0,2024-01-01,False
5255,33,2024-02-03,2,437.99,PENDING,50.0,116.7,One year,Card,900033.0,2024-01-01,False
5256,286,2024-02-03,2,1234.5,PENDING,18.0,89.5,One year,Card,900286.0,2024-01-01,False
5257,157,2024-02-01,1,767.99,PENDING,44.0,84.88,One year,Bank,900157.0,2024-01-01,False
5258,216,2024-02-01,1,801.99,PENDING,5.0,105.17,Month-to-month,Bank,900216.0,2024-01-01,True
5259,55,2024-02-01,3,1234.5,PENDING,8.0,63.66,Month-to-month,Cash,900055.0,2024-01-01,True
5260,43,2024-02-03,3,497.99,shipped,71.0,60.25,Month-to-month,Bank,900043.0,2024-01-01,False
5261,271,2024-05-19,3,1234.5,shipped,3.0,81.86,Month-to-month,Bank,900271.0,2024-01-01,True
5262,182,2024-02-03,1,970.99,PENDING,45.0,37.05,One year,Bank,900182.0,2024-01-01,True
5263,418,2024-05-19,1,1234.5,shipped,,,,,,,
5264,416,2024-02-03,2,151.99,shipped,,,,,,,
5265,110,2024-05-19,5,1234.5,shipped,57.0,41.22,One year,Bank,900110.0,2024-01-01,False
5266,5,2024-02-01,1,809.99,shipped,19.0,80.49,One year,Cash,900005.0,2024-01-01,False
5267,294,2024-05-19,1,1234.5,PENDING,26.0,85.37,Month-to-month,Bank,900294.0,2024-01-01,False
5268,320,2024-05-19,1,506.99,shipped,15.0,52.93,Month-to-month,Bank,900320.0,2024-01-01,False
5269,125,2024-02-01,3,401.99,shipped,70.0,115.81,Two year,Cash,900125.0,2024-01-01,True
5270,303,2024-02-01,2,1234.5,PENDING,53.0,37.23,Month-to-month,Bank,900303.0,2024-01-01,True
