order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
738,566,Cancelled,Female,2024-04-18 16:17:00,,,,1
741,569,Cancelled,Female,2020-03-04 13:15:00,,,,1
743,570,Cancelled,Female,2024-03-10 10:56:00,,,,1
752,578,Cancelled,Female,2024-01-02 15:39:00,,,,2
756,582,Cancelled,Female,2024-08-09 18:06:00,,,,1
763,588,Cancelled,Female,2019-07-26 18:14:00,,,,1
801,625,Cancelled,Female,2023-02-08 10:26:00,,,,1
809,636,Cancelled,Female,2020-12-08 09:08:00,,,,1
817,643,Cancelled,Female,2023-05-13 00:42:00,,,,1
828,654,Cancelled,Female,2024-08-21 01:51:00,,,,1
830,656,Cancelled,Female,2020-01-16 15:16:00,,,,4
837,661,Cancelled,Female,2024-03-07 02:12:00,,,,1
842,664,Cancelled,Female,2024-04-15 06:23:00,,,,1
862,681,Cancelled,Female,2020-07-13 04:12:00,,,,1
864,683,Cancelled,Female,2024-08-06 03:06:00,,,,4
877,696,Cancelled,Female,2024-09-02 10:04:04,,,,1
891,707,Cancelled,Female,2024-09-01 08:14:00,,,,1
904,718,Cancelled,Female,2024-01-15 13:30:00,,,,4
905,718,Cancelled,Female,2022-05-12 13:30:00,,,,1
915,725,Cancelled,Female,2024-08-30 01:45:00,,,,1
924,732,Cancelled,Female,2024-01-15 03:18:00,,,,1
974,768,Cancelled,Female,2020-08-17 18:12:00,,,,3
986,780,Cancelled,Female,2024-07-03 09:09:00,,,,1
989,786,Cancelled,Female,2021-01-21 13:58:00,,,,1
1026,815,Cancelled,Female,2022-02-08 15:52:00,,,,1
1034,821,Cancelled,Female,2024-02-24 11:33:00,,,,1
1037,821,Cancelled,Female,2024-05-31 11:33:00,,,,2
1041,825,Cancelled,Female,2024-03-20 07:40:00,,,,1
1054,833,Cancelled,Female,2023-01-03 00:10:00,,,,2
1056,834,Cancelled,Female,2020-04-29 02:55:00,,,,1
1060,836,Cancelled,Female,2024-02-27 02:28:00,,,,1
1062,838,Cancelled,Female,2023-12-30 09:30:00,,,,1
1091,858,Cancelled,Female,2024-08-04 14:04:00,,,,1
1092,858,Cancelled,Female,2023-11-01 14:04:00,,,,2
1100,863,Cancelled,Female,2022-10-04 02:54:00,,,,2
1105,866,Cancelled,Female,2020-09-07 17:23:00,,,,1
1142,896,Cancelled,Female,2024-05-13 18:57:00,,,,1
1153,904,Cancelled,Female,2023-12-12 01:49:00,,,,1
1167,922,Cancelled,Female,2021-11-13 01:24:00,,,,2
1173,927,Cancelled,Female,2024-05-05 11:42:00,,,,3
1185,938,Cancelled,Female,2022-12-16 03:27:00,,,,1
1237,985,Cancelled,Female,2024-08-27 16:50:00,,,,2
1238,988,Cancelled,Female,2024-01-10 02:33:00,,,,2
1241,990,Cancelled,Female,2023-10-15 13:58:00,,,,3
1244,990,Cancelled,Female,2023-02-16 13:58:00,,,,1
1264,1009,Cancelled,Female,2021-08-06 14:31:00,,,,1
1282,1020,Cancelled,Female,2023-01-12 00:08:00,,,,1
1291,1026,Cancelled,Female,2024-05-14 11:15:00,,,,1
1302,1033,Cancelled,Female,2024-08-14 01:36:00,,,,1
1319,1047,Cancelled,Female,2023-10-22 00:39:00,,,,1
1329,1054,Cancelled,Female,2023-02-24 08:29:00,,,,1
1338,1060,Cancelled,Female,2022-05-15 12:00:00,,,,1
1352,1071,Cancelled,Female,2023-10-24 09:25:00,,,,2
1356,1075,Cancelled,Female,2023-05-14 18:37:00,,,,1
1389,1102,Cancelled,Female,2024-06-19 16:26:00,,,,4
1391,1103,Cancelled,Female,2024-07-14 15:00:00,,,,1
1406,1112,Cancelled,Female,2024-08-13 07:39:00,,,,2
1436,1129,Cancelled,Female,2022-04-06 16:59:00,,,,1
1437,1129,Cancelled,Female,2021-10-25 16:59:00,,,,1
1492,1164,Cancelled,Female,2021-09-14 14:32:00,,,,4
1500,1169,Cancelled,Female,2020-06-14 09:49:00,,,,1
1527,1188,Cancelled,Female,2019-10-03 17:44:00,,,,1
1537,1198,Cancelled,Female,2023-11-21 01:36:00,,,,1
1543,1204,Cancelled,Female,2023-07-26 17:00:00,,,,1
1545,1205,Cancelled,Female,2024-04-08 02:41:00,,,,1
1557,1211,Cancelled,Female,2023-03-03 13:47:00,,,,1
1568,1217,Cancelled,Female,2021-04-23 18:12:00,,,,3
1580,1224,Cancelled,Female,2022-09-12 13:32:00,,,,3
1595,1237,Cancelled,Female,2023-10-06 18:26:00,,,,2
1617,1250,Cancelled,Female,2022-04-11 02:17:00,,,,1
1653,1277,Cancelled,Female,2024-01-17 00:31:00,,,,1
1655,1279,Cancelled,Female,2020-12-18 16:53:00,,,,1
1661,1286,Cancelled,Female,2024-04-27 12:29:00,,,,1
1684,1306,Cancelled,Female,2020-08-08 08:56:00,,,,1
1691,1309,Cancelled,Female,2024-06-02 13:21:00,,,,1
1716,1328,Cancelled,Female,2020-05-28 15:49:00,,,,4
1736,1349,Cancelled,Female,2023-11-13 05:51:00,,,,1
1737,1350,Cancelled,Female,2023-02-17 01:56:00,,,,1
1739,1350,Cancelled,Female,2023-09-05 01:56:00,,,,1
1748,1355,Cancelled,Female,2024-06-09 17:20:00,,,,2
1755,1359,Cancelled,Female,2023-12-13 05:03:00,,,,2
1759,1365,Cancelled,Female,2024-07-08 17:37:00,,,,1
1760,1365,Cancelled,Female,2024-02-07 17:37:00,,,,2
1772,1371,Cancelled,Female,2024-05-09 18:06:00,,,,1
1773,1372,Cancelled,Female,2024-07-21 12:50:00,,,,1
1783,1381,Cancelled,Female,2022-03-15 07:44:00,,,,1
1806,1405,Cancelled,Female,2024-01-04 08:19:00,,,,1
1833,1426,Cancelled,Female,2023-12-04 01:06:00,,,,3
1834,1426,Cancelled,Female,2023-04-28 01:06:00,,,,1
1836,1428,Cancelled,Female,2024-01-18 07:35:00,,,,2
1868,1452,Cancelled,Female,2024-09-03 08:54:32,,,,2
1882,1466,Cancelled,Female,2022-05-21 02:11:00,,,,1
1892,1474,Cancelled,Female,2024-03-11 18:28:00,,,,2
1897,1479,Cancelled,Female,2024-07-14 14:42:00,,,,1
1904,1484,Cancelled,Female,2020-08-19 15:46:00,,,,1
1906,1489,Cancelled,Female,2024-04-18 09:09:00,,,,1
1984,1567,Cancelled,Female,2024-07-17 00:21:00,,,,1
1986,1568,Cancelled,Female,2023-12-01 00:45:00,,,,1
1996,1574,Cancelled,Female,2023-08-24 17:37:00,,,,1
2018,1591,Cancelled,Female,2022-09-25 02:42:00,,,,2
2026,1599,Cancelled,Female,2024-08-16 15:21:00,,,,3
2035,1607,Cancelled,Female,2021-07-15 06:21:00,,,,1
2047,1615,Cancelled,Female,2024-04-06 13:34:00,,,,1
2057,1625,Cancelled,Female,2022-12-07 11:18:00,,,,1
2065,1631,Cancelled,Female,2023-12-04 16:07:00,,,,1
2089,1648,Cancelled,Female,2021-09-30 15:06:00,,,,1
2092,1651,Cancelled,Female,2024-09-02 04:57:00,,,,1
2099,1656,Cancelled,Female,2021-04-08 18:33:00,,,,1
2137,1694,Cancelled,Female,2021-04-18 08:04:00,,,,2
2162,1711,Cancelled,Female,2020-08-10 09:03:00,,,,4
2195,1735,Cancelled,Female,2023-05-02 12:10:00,,,,1
2205,1744,Cancelled,Female,2024-04-20 00:09:00,,,,1
2215,1747,Cancelled,Female,2023-03-14 13:58:00,,,,1
2231,1763,Cancelled,Female,2022-01-18 05:02:00,,,,1
2251,1778,Cancelled,Female,2024-06-20 14:45:00,,,,1
2256,1784,Cancelled,Female,2021-06-14 08:36:00,,,,1
2264,1790,Cancelled,Female,2023-12-06 10:52:00,,,,2
2273,1800,Cancelled,Female,2019-12-01 01:30:00,,,,1
2323,1849,Cancelled,Female,2024-06-08 04:02:00,,,,2
2360,1879,Cancelled,Female,2019-10-30 18:22:00,,,,2
2365,1881,Cancelled,Female,2023-09-28 06:14:00,,,,1
2401,1911,Cancelled,Female,2023-08-08 15:20:00,,,,2
2410,1919,Cancelled,Female,2023-04-09 03:51:00,,,,1
2420,1926,Cancelled,Female,2024-04-11 04:12:00,,,,1
2432,1935,Cancelled,Female,2023-12-20 07:28:00,,,,1
2440,1942,Cancelled,Female,2022-09-29 13:32:00,,,,2
2447,1948,Cancelled,Female,2023-05-08 03:44:00,,,,2
2459,1957,Cancelled,Female,2023-12-30 09:59:00,,,,1
2466,1963,Cancelled,Female,2022-04-07 15:40:00,,,,1
2470,1964,Cancelled,Female,2022-03-26 16:07:00,,,,1
2491,1979,Cancelled,Female,2022-09-29 04:01:00,,,,1
2519,2012,Cancelled,Female,2019-07-27 05:00:00,,,,3
2521,2015,Cancelled,Female,2023-08-14 17:03:00,,,,1
2533,2026,Cancelled,Female,2022-03-19 18:04:00,,,,1
2537,2028,Cancelled,Female,2023-03-11 18:08:00,,,,1
2544,2035,Cancelled,Female,2023-07-28 05:38:00,,,,1
2551,2041,Cancelled,Female,2023-05-02 06:56:00,,,,1
2558,2048,Cancelled,Female,2023-08-26 17:45:00,,,,4
2589,2067,Cancelled,Female,2024-08-29 06:03:00,,,,1
2593,2070,Cancelled,Female,2022-04-11 05:58:00,,,,2
2602,2087,Cancelled,Female,2024-01-09 10:18:00,,,,1
2619,2104,Cancelled,Female,2023-08-11 09:34:00,,,,1
2622,2106,Cancelled,Female,2023-06-05 05:39:00,,,,1
2623,2107,Cancelled,Female,2023-08-31 01:21:00,,,,2
2627,2109,Cancelled,Female,2024-01-14 03:53:00,,,,1
2635,2114,Cancelled,Female,2022-04-14 15:15:00,,,,1
2666,2138,Cancelled,Female,2024-06-15 10:12:00,,,,1
2670,2141,Cancelled,Female,2020-07-04 18:03:00,,,,1
2700,2168,Cancelled,Female,2024-09-02 16:30:00,,,,3
2701,2170,Cancelled,Female,2023-07-27 08:27:00,,,,1
2708,2175,Cancelled,Female,2023-04-30 17:36:00,,,,1
2730,2197,Cancelled,Female,2022-03-02 10:00:00,,,,2
2767,2226,Cancelled,Female,2024-03-10 01:09:00,,,,2
2773,2234,Cancelled,Female,2023-10-30 03:44:00,,,,1
2779,2243,Cancelled,Female,2024-06-20 10:32:00,,,,1
2792,2257,Cancelled,Female,2024-07-04 14:59:00,,,,1
2796,2261,Cancelled,Female,2024-05-30 17:59:00,,,,1
2808,2269,Cancelled,Female,2023-10-25 18:10:00,,,,3
2809,2270,Cancelled,Female,2024-08-23 00:06:00,,,,1
2821,2276,Cancelled,Female,2024-06-04 08:32:00,,,,1
2825,2282,Cancelled,Female,2022-12-17 01:55:00,,,,1
2827,2284,Cancelled,Female,2023-06-24 17:46:00,,,,4
2856,2308,Cancelled,Female,2024-05-13 17:13:00,,,,1
2862,2314,Cancelled,Female,2020-07-23 03:27:00,,,,1
2871,2321,Cancelled,Female,2024-04-08 02:22:00,,,,1
2885,2332,Cancelled,Female,2019-05-19 04:51:00,,,,1
2891,2336,Cancelled,Female,2024-05-14 09:42:00,,,,1
2927,2365,Cancelled,Female,2023-05-30 15:43:00,,,,1
2945,2378,Cancelled,Female,2022-01-18 10:23:00,,,,2
2960,2385,Cancelled,Female,2022-08-16 02:19:00,,,,2
2976,2399,Cancelled,Female,2024-07-11 11:48:00,,,,1
2979,2401,Cancelled,Female,2023-10-15 08:27:00,,,,1
2998,2414,Cancelled,Female,2024-09-04 00:36:01,,,,2
3025,2439,Cancelled,Female,2024-09-03 05:57:02,,,,1
3039,2447,Cancelled,Female,2024-08-10 14:15:00,,,,1
3053,2456,Cancelled,Female,2023-11-13 10:19:00,,,,1
3062,2460,Cancelled,Female,2024-08-02 08:45:00,,,,4
3101,2489,Cancelled,Female,2021-04-12 06:15:00,,,,1
3102,2490,Cancelled,Female,2024-03-04 07:46:00,,,,1
3118,2503,Cancelled,Female,2022-08-28 00:46:00,,,,1
3120,2503,Cancelled,Female,2022-12-18 00:46:00,,,,1
3142,2519,Cancelled,Female,2022-02-12 01:54:00,,,,3
3160,2530,Cancelled,Female,2023-11-15 01:28:00,,,,1
3167,2536,Cancelled,Female,2024-03-20 10:20:00,,,,2
3185,2549,Cancelled,Female,2023-08-03 04:38:00,,,,1
3189,2554,Cancelled,Female,2021-09-16 12:19:00,,,,2
3194,2560,Cancelled,Female,2022-01-28 07:26:00,,,,1
3196,2562,Cancelled,Female,2024-08-10 10:05:00,,,,1
3212,2572,Cancelled,Female,2024-02-02 16:14:00,,,,1
3218,2577,Cancelled,Female,2023-11-06 15:22:00,,,,1
3235,2591,Cancelled,Female,2021-04-03 16:12:00,,,,1
3236,2591,Cancelled,Female,2022-05-24 16:12:00,,,,1
3243,2596,Cancelled,Female,2024-01-21 12:54:00,,,,1
3244,2597,Cancelled,Female,2022-10-15 01:25:00,,,,1
3258,2607,Cancelled,Female,2023-02-27 03:13:00,,,,2
3290,2633,Cancelled,Female,2022-06-09 03:21:00,,,,1
3295,2637,Cancelled,Female,2024-06-21 17:43:00,,,,2
3310,2651,Cancelled,Female,2023-07-13 11:55:00,,,,1
3312,2652,Cancelled,Female,2024-03-15 18:50:00,,,,1
3349,2694,Cancelled,Female,2021-12-14 05:51:00,,,,2
3363,2704,Cancelled,Female,2023-11-08 02:10:00,,,,3
3376,2717,Cancelled,Female,2024-05-19 01:35:00,,,,1
3377,2718,Cancelled,Female,2024-03-16 16:42:00,,,,1
3386,2727,Cancelled,Female,2022-10-09 13:18:00,,,,2
3394,2734,Cancelled,Female,2022-05-29 07:47:00,,,,1
3419,2756,Cancelled,Female,2024-01-08 06:11:00,,,,1
3431,2765,Cancelled,Female,2023-02-14 10:16:00,,,,2
3458,2785,Cancelled,Female,2024-08-07 10:59:00,,,,1
3489,2809,Cancelled,Female,2023-02-28 13:52:00,,,,1
3498,2816,Cancelled,Female,2020-05-11 18:22:00,,,,2
3503,2823,Cancelled,Female,2024-05-24 08:25:00,,,,1
3508,2826,Cancelled,Female,2023-08-06 15:52:00,,,,1
3509,2827,Cancelled,Female,2021-03-16 04:02:00,,,,1
3519,2834,Cancelled,Female,2021-04-06 02:42:00,,,,1
3525,2839,Cancelled,Female,2021-07-07 17:44:00,,,,4
3535,2848,Cancelled,Female,2021-10-13 09:01:00,,,,2
3573,2875,Cancelled,Female,2024-07-27 14:12:00,,,,1
3585,2880,Cancelled,Female,2023-10-01 01:20:00,,,,2
3632,2922,Cancelled,Female,2023-06-29 11:39:00,,,,1
3638,2926,Cancelled,Female,2023-12-04 02:05:00,,,,1
3651,2936,Cancelled,Female,2023-10-11 18:30:00,,,,1
3672,2950,Cancelled,Female,2019-09-26 03:38:00,,,,2
3673,2951,Cancelled,Female,2024-06-30 06:31:00,,,,1
3674,2951,Cancelled,Female,2022-07-13 06:31:00,,,,1
3702,2971,Cancelled,Female,2023-05-10 10:05:00,,,,1
3708,2978,Cancelled,Female,2023-10-24 01:28:00,,,,4
3709,2978,Cancelled,Female,2023-02-13 01:28:00,,,,1
3716,2983,Cancelled,Female,2024-02-29 13:31:00,,,,2
3729,2991,Cancelled,Female,2022-10-01 12:49:00,,,,1
3733,2995,Cancelled,Female,2024-04-05 01:56:00,,,,1
3738,2999,Cancelled,Female,2024-05-02 08:52:00,,,,1
3739,2999,Cancelled,Female,2024-02-09 08:52:00,,,,2
3751,3004,Cancelled,Female,2023-07-25 18:14:00,,,,1
3757,3009,Cancelled,Female,2023-09-09 16:50:00,,,,1
3788,3033,Cancelled,Female,2024-06-28 09:40:00,,,,2
3796,3038,Cancelled,Female,2023-09-15 00:08:00,,,,1
3808,3045,Cancelled,Female,2023-01-01 15:09:00,,,,1
3817,3053,Cancelled,Female,2023-03-27 01:25:00,,,,3
3826,3062,Cancelled,Female,2024-05-05 01:57:00,,,,1
3846,3079,Cancelled,Female,2023-05-27 05:44:00,,,,1
3855,3087,Cancelled,Female,2023-07-13 17:18:00,,,,1
3859,3092,Cancelled,Female,2023-03-01 14:58:00,,,,1
3865,3096,Cancelled,Female,2023-03-16 05:42:00,,,,3
3891,3117,Cancelled,Female,2024-08-05 13:53:00,,,,1
3894,3120,Cancelled,Female,2021-03-28 12:23:00,,,,1
3901,3126,Cancelled,Female,2023-12-28 00:11:00,,,,1
3931,3158,Cancelled,Female,2024-09-02 07:37:00,,,,1
3964,3184,Cancelled,Female,2023-10-11 02:16:00,,,,1
3972,3191,Cancelled,Female,2022-08-27 03:18:00,,,,2
4008,3221,Cancelled,Female,2024-05-06 02:46:00,,,,4
4010,3223,Cancelled,Female,2024-08-23 09:02:00,,,,1
4014,3226,Cancelled,Female,2024-06-03 17:43:00,,,,1
4019,3230,Cancelled,Female,2023-06-26 11:01:00,,,,1
4024,3234,Cancelled,Female,2024-07-14 00:49:00,,,,2
4035,3240,Cancelled,Female,2024-09-03 02:55:26,,,,1
4036,3241,Cancelled,Female,2021-07-25 10:19:00,,,,1
4048,3252,Cancelled,Female,2024-06-16 07:46:00,,,,1
4098,3283,Cancelled,Female,2022-09-30 17:28:00,,,,1
4104,3287,Cancelled,Female,2024-08-29 13:51:00,,,,1
4109,3289,Cancelled,Female,2024-02-02 02:38:00,,,,1
4126,3299,Cancelled,Female,2021-09-02 11:25:00,,,,1
4133,3305,Cancelled,Female,2022-08-19 04:50:00,,,,3
4147,3315,Cancelled,Female,2024-07-20 12:16:00,,,,1
4208,3361,Cancelled,Female,2024-04-23 14:39:00,,,,1
4223,3374,Cancelled,Female,2023-10-05 12:36:00,,,,1
4297,3432,Cancelled,Female,2023-06-23 01:52:00,,,,1
4303,3436,Cancelled,Female,2023-12-06 18:39:00,,,,1
4305,3437,Cancelled,Female,2024-08-31 03:24:32,,,,3
4329,3461,Cancelled,Female,2024-08-28 18:57:00,,,,1
4347,3476,Cancelled,Female,2023-07-19 06:41:00,,,,2
4352,3478,Cancelled,Female,2024-05-15 06:14:00,,,,2
4364,3485,Cancelled,Female,2024-09-02 01:59:34,,,,1
4372,3491,Cancelled,Female,2023-03-14 12:23:00,,,,1
4380,3497,Cancelled,Female,2024-03-29 04:53:00,,,,2
4395,3512,Cancelled,Female,2024-06-16 16:22:00,,,,1
4396,3513,Cancelled,Female,2021-05-02 01:05:00,,,,2
4424,3535,Cancelled,Female,2024-07-15 02:54:00,,,,2
4427,3536,Cancelled,Female,2022-05-01 14:40:00,,,,2
4431,3540,Cancelled,Female,2024-07-04 08:01:00,,,,2
4432,3541,Cancelled,Female,2024-09-04 03:20:35,,,,1
4459,3562,Cancelled,Female,2022-06-02 16:08:00,,,,4
4466,3570,Cancelled,Female,2024-07-24 11:10:00,,,,3
4468,3571,Cancelled,Female,2021-12-27 06:17:00,,,,1
4469,3571,Cancelled,Female,2021-12-04 06:17:00,,,,2
4481,3580,Cancelled,Female,2022-04-27 01:29:00,,,,2
4506,3592,Cancelled,Female,2019-05-04 11:01:00,,,,1
4507,3594,Cancelled,Female,2024-02-28 12:49:00,,,,1
4518,3602,Cancelled,Female,2019-06-20 02:16:00,,,,1
4539,3619,Cancelled,Female,2021-06-16 02:55:00,,,,1
4558,3632,Cancelled,Female,2023-09-11 08:34:00,,,,1
4575,3641,Cancelled,Female,2024-03-15 04:06:00,,,,2
4576,3641,Cancelled,Female,2022-09-03 04:06:00,,,,3
4593,3650,Cancelled,Female,2023-04-09 01:55:00,,,,1
4613,3669,Cancelled,Female,2023-07-31 16:15:00,,,,2
4614,3671,Cancelled,Female,2021-08-02 15:37:00,,,,4
4615,3671,Cancelled,Female,2022-08-10 15:37:00,,,,4
4619,3673,Cancelled,Female,2022-02-27 06:12:00,,,,1
4623,3675,Cancelled,Female,2023-05-08 00:32:00,,,,2
4624,3675,Cancelled,Female,2023-12-23 00:32:00,,,,4
4634,3679,Cancelled,Female,2023-08-23 05:09:00,,,,1
4637,3682,Cancelled,Female,2024-08-24 16:26:00,,,,1
4650,3693,Cancelled,Female,2020-06-03 15:31:00,,,,1
4657,3699,Cancelled,Female,2024-08-26 17:03:00,,,,1
4677,3714,Cancelled,Female,2023-07-04 11:03:00,,,,1
4683,3718,Cancelled,Female,2024-09-02 08:10:00,,,,1
4685,3719,Cancelled,Female,2023-12-13 09:01:00,,,,2
4696,3727,Cancelled,Female,2021-11-03 11:13:00,,,,2
4697,3727,Cancelled,Female,2022-05-23 11:13:00,,,,1
4726,3751,Cancelled,Female,2024-08-26 04:24:00,,,,2
4754,3774,Cancelled,Female,2024-07-31 13:04:00,,,,2
4765,3781,Cancelled,Female,2024-08-27 15:02:00,,,,1
4809,3824,Cancelled,Female,2022-01-08 00:43:00,,,,1
4824,3836,Cancelled,Female,2024-08-11 05:55:00,,,,1
4825,3836,Cancelled,Female,2024-08-21 05:55:00,,,,2
4863,3866,Cancelled,Female,2023-02-27 12:14:00,,,,2
4896,3891,Cancelled,Female,2024-04-25 07:12:00,,,,1
4903,3899,Cancelled,Female,2023-03-19 15:28:00,,,,1
4936,3928,Cancelled,Female,2022-03-14 09:12:00,,,,2
4966,3944,Cancelled,Female,2024-08-28 13:15:00,,,,4
4985,3957,Cancelled,Female,2024-07-05 13:43:00,,,,1
4986,3957,Cancelled,Female,2023-12-03 13:43:00,,,,1
5001,3967,Cancelled,Female,2023-12-05 02:01:00,,,,3
5005,3969,Cancelled,Female,2023-06-18 09:42:00,,,,2
5028,3989,Cancelled,Female,2024-06-02 03:02:00,,,,1
5062,4014,Cancelled,Female,2023-04-23 05:50:00,,,,1
5090,4039,Cancelled,Female,2022-01-31 07:38:00,,,,1
5112,4054,Cancelled,Female,2022-12-09 12:10:00,,,,1
5113,4055,Cancelled,Female,2020-09-19 12:37:00,,,,3
5115,4057,Cancelled,Female,2024-02-05 16:19:00,,,,1
5136,4072,Cancelled,Female,2023-09-01 15:47:00,,,,1
5150,4081,Cancelled,Female,2024-05-25 10:42:00,,,,1
5163,4089,Cancelled,Female,2023-03-29 09:49:00,,,,2
5175,4099,Cancelled,Female,2023-04-18 18:55:00,,,,2
5201,4118,Cancelled,Female,2024-03-08 13:38:00,,,,1
5207,4121,Cancelled,Female,2022-11-07 10:23:00,,,,1
5208,4122,Cancelled,Female,2023-08-12 00:37:00,,,,1
5268,4172,Cancelled,Female,2024-01-19 00:35:00,,,,2
5284,4183,Cancelled,Female,2024-06-04 04:23:00,,,,1
5287,4185,Cancelled,Female,2021-09-12 03:27:00,,,,1
5293,4191,Cancelled,Female,2022-11-16 01:47:00,,,,3
5296,4192,Cancelled,Female,2023-12-14 09:00:00,,,,3
5327,4220,Cancelled,Female,2020-07-30 03:23:00,,,,1
5329,4222,Cancelled,Female,2024-03-03 12:13:00,,,,1
5335,4225,Cancelled,Female,2022-04-07 09:53:00,,,,1
5351,4238,Cancelled,Female,2024-05-15 16:59:00,,,,1
5354,4244,Cancelled,Female,2022-09-05 07:31:00,,,,1
5391,4270,Cancelled,Female,2023-12-20 10:02:00,,,,1
5413,4281,Cancelled,Female,2023-07-15 09:21:00,,,,1
5420,4291,Cancelled,Female,2024-09-02 02:02:58,,,,2
5421,4293,Cancelled,Female,2022-02-20 10:03:00,,,,4
5424,4297,Cancelled,Female,2024-02-19 01:30:00,,,,1
5480,4344,Cancelled,Female,2023-11-11 09:29:00,,,,2
5486,4352,Cancelled,Female,2022-01-30 04:12:00,,,,1
5491,4355,Cancelled,Female,2020-01-20 08:12:00,,,,1
5492,4356,Cancelled,Female,2023-08-15 04:27:00,,,,1
5522,4383,Cancelled,Female,2023-09-29 16:10:00,,,,2
5537,4392,Cancelled,Female,2024-02-12 10:13:00,,,,1
5538,4392,Cancelled,Female,2024-03-30 10:13:00,,,,1
5577,4415,Cancelled,Female,2021-10-02 03:30:00,,,,1
5579,4416,Cancelled,Female,2022-11-14 09:54:00,,,,1
5581,4419,Cancelled,Female,2023-12-06 16:15:00,,,,1
5595,4429,Cancelled,Female,2024-07-28 12:13:00,,,,2
5610,4438,Cancelled,Female,2024-09-02 08:40:02,,,,2
5617,4444,Cancelled,Female,2023-10-09 08:27:00,,,,2
5625,4450,Cancelled,Female,2023-12-18 10:24:00,,,,1
5640,4460,Cancelled,Female,2021-03-24 15:01:00,,,,1
